,210X1,210X2,210X3,210X4,210X5,210X6,210X8,210X10,210X12,210X20,210X23,210X33,210X36,210X39,210X65,210X86,210X87,210X89,210X90,210X91,210X152,210X154,210X155,210X158,210X159,210X160,210X161,210X164,210X165,210X171,210X174,210X175,210X181,210X186,210X187,210X188,210X189,210X191,210X192,210X193,210X195,210X206,210X207,210X210,210X219,210X229,210X230,TOOL
69,101.55,0.315,0.4,0.569,71.64,3.743,-0.44,24.2,0.316,14.0,14.3,0.079,435,58.28,0.007,314.375,63.15,0.16,0.25,0.14,-2.15,0.652,0.625,0.132,0.202,0.029,0.029,0.603,0.596,0.645,0.597,0.615,0.075,57682.2,3521.54,25923.3,67.35,0.16,1.8,0.32,3.87,1918090427,2743517116,1.171,42.4,0.1,0.2,J
70,101.55,0.315,0.4,0.561,71.66,3.743,-0.41,23.6,0.323,14.0,14.0,0.079,435,58.41,0.007,295.51,67.895,0.17,0.27,0.15,-3.045,0.586,0.615,0.095,0.198,0.022,0.024,0.638,0.617,0.675,0.592,0.611,0.075,58386.0,3505.19,26506.2,76.9,0.13,1.8,0.39,4.45,1920872532,2746299237,1.167,38.2,0.1,0.2,J
71,101.55,0.754,0.22,3.201,62.84,3.269,1.85,26.7,2.529,14.2,14.3,0.069,430,66.42,0.006,788.23,171.26,0.27,0.2,0.15,-38.935,0.705,0.699,0.158,0.323,0.029,0.084,0.738,0.774,1.65,0.71,0.704,0.22,65162.4,10314.12,1728.6,156.77,0.05,0.7,0.03,1.2,1025409760,1025416515,1.929,36.0,0.5,4.3,M
72,101.15,0.934,0.22,3.572,62.93,3.899,1.86,28.5,2.468,14.3,14.2,0.07,430,65.38,0.006,750.33,157.36,0.2,0.2,0.13,-11.48,0.722,0.637,0.143,0.311,0.029,0.095,0.713,0.672,1.385,0.716,0.715,0.17,85625.8,9036.77,1546.1,208.43,0.05,0.6,0.01,1.39,844061432,844068549,2.253,43.9,0.7,5.6,M
73,102.05,0.824,0.22,3.631,62.91,3.69,1.22,28.6,2.478,14.2,14.1,0.068,430,67.0,0.006,911.855,188.065,0.19,0.2,0.13,-29.125,0.732,0.665,0.163,0.307,0.029,0.067,0.744,0.744,1.805,0.718,0.684,0.185,98238.3,8829.89,4206.3,223.0,0.05,0.9,0.03,2.32,927714334,927721456,2.319,43.6,0.5,5.0,M
74,99.23,0.58,0.24,1.273,56.67,3.485,0.53,26.9,0.498,14.6,14.7,0.076,425,49.95,0.004,24990.695,136.075,0.35,0.24,0.2,-80.97,0.762,0.666,0.338,0.218,0.083,0.051,0.847,0.669,21.67,0.785,0.689,0.0,84565.5,7978.55,23370.5,658.33,0.03,2.2,0.01,4.9,2093813216,2104244332,1.311,37.5,0.7,1.4,L
75,99.34,0.56,0.24,1.283,56.67,3.465,0.59,26.6,0.49,14.4,14.6,0.076,425,50.13,0.004,737.31,134.41,0.34,0.23,0.19,-24.735,0.739,0.666,0.337,0.207,0.081,0.047,0.816,0.675,1.555,0.793,0.694,0.005,83958.8,7572.62,16589.0,610.03,0.04,2.1,0.03,4.71,2089580138,2100011317,1.308,38.9,0.7,1.3,L
76,101.8,0.788,0.22,3.388,62.22,3.411,0.93,27.2,2.474,14.1,14.0,0.068,430,66.46,0.005,863.275,191.73,0.19,0.2,0.13,-39.065,0.736,0.657,0.158,0.305,0.027,0.063,0.706,0.661,1.565,0.716,0.685,0.22,99061.0,8967.75,4067.0,390.58,0.05,0.9,0.03,2.53,926398951,926406032,2.162,47.6,0.5,5.2,M
77,102.15,0.425,0.27,1.228,67.25,4.558,-0.73,25.8,0.514,14.2,14.1,0.08,450,51.82,0.005,713.95,158.36,0.22,0.3,0.18,-6.525,0.715,0.577,0.271,0.312,0.04,0.085,0.703,0.536,1.515,0.724,0.575,0.015,85965.0,9628.55,3676.0,17.24,0.05,1.1,0.02,2.5,547516042,547517394,1.174,44.5,0.3,2.2,N
78,102.05,0.825,0.22,3.67,62.95,3.734,1.11,27.7,2.482,14.2,14.1,0.068,430,67.07,0.007,699.87,179.42,0.19,0.21,0.14,-54.135,0.677,0.664,0.163,0.317,0.029,0.071,0.718,0.644,1.42,0.716,0.681,0.18,102923.0,8725.53,4177.1,260.48,0.05,0.9,0.03,2.5,927450332,927457385,2.312,36.5,0.5,5.0,M
79,102.15,0.426,0.27,1.268,67.26,4.571,-0.99,26.5,0.514,14.3,14.0,0.08,450,51.88,0.004,663.23,157.205,0.22,0.31,0.19,-6.885,0.739,0.575,0.289,0.318,0.039,0.082,0.714,0.531,1.42,0.72,0.571,0.02,88623.5,9699.7,4073.8,13.79,0.06,1.1,0.01,2.79,548580348,548581705,1.176,45.9,0.3,2.3,N
80,102.15,0.404,0.27,1.086,67.47,4.513,-0.32,26.0,0.491,14.2,14.3,0.08,450,51.37,0.004,737.935,164.99,0.25,0.31,0.2,-22.35,0.732,0.575,0.272,0.309,0.05,0.088,0.74,0.536,1.525,0.708,0.578,0.025,80136.6,8743.92,3980.7,17.87,0.06,1.0,0.02,2.32,257881250,257882687,1.179,42.5,0.3,2.2,N
81,101.85,0.479,0.27,1.446,67.33,4.648,-0.76,25.8,0.537,14.2,14.4,0.08,450,52.63,0.004,708.92,166.23,0.24,0.3,0.19,16.71,0.727,0.565,0.198,0.315,0.032,0.092,0.697,0.531,1.435,0.717,0.572,0.01,82251.3,9861.88,4683.8,12.39,0.05,1.2,0.02,2.83,585557540,585558851,1.249,50.0,0.3,2.2,N
82,101.1,0.767,0.22,3.181,61.8,3.191,0.76,25.5,2.473,14.1,14.1,0.068,430,64.11,0.007,776.285,201.08,0.2,0.2,0.13,-26.915,0.706,0.611,0.168,0.319,0.029,0.062,0.713,0.669,1.355,0.718,0.683,0.205,101626.0,9060.81,4718.9,302.31,0.07,0.9,0.03,2.72,964691573,964698714,1.954,37.1,0.6,6.5,M
83,98.42,0.545,0.25,1.158,56.74,3.144,0.44,29.3,0.523,14.8,14.7,0.077,425,45.41,0.005,644.89,127.99,0.4,0.25,0.22,-28.055,0.847,0.672,0.327,0.227,0.084,0.048,0.8,0.669,1.22,0.783,0.689,0.01,85544.0,8027.81,22560.3,752.1,0.04,2.2,0.02,4.51,2128683832,2139114949,1.31,39.4,0.7,1.3,L
84,102.35,0.411,0.27,1.312,67.63,4.627,-0.84,25.6,0.487,14.1,14.5,0.08,450,54.94,0.004,850.675,155.46,0.21,0.35,0.2,7.525,0.718,0.649,0.284,0.319,0.034,0.13,0.767,0.555,1.74,0.719,0.629,0.01,48706.0,12432.01,1685.2,12.9,0.05,0.7,0.01,1.38,498809251,498810656,1.174,43.6,0.3,2.5,N
85,102.2,0.434,0.27,1.382,67.39,4.627,-0.87,25.9,0.503,14.4,14.2,0.08,450,53.38,0.004,757.355,164.23,0.21,0.36,0.21,6.155,0.741,0.669,0.213,0.314,0.035,0.118,0.712,0.536,1.53,0.72,0.615,0.01,80235.3,11376.0,3953.5,19.16,0.05,1.1,0.02,2.57,502085138,502086491,1.216,47.2,0.3,2.2,N
86,101.5,0.312,0.4,0.523,71.63,3.748,-0.29,24.4,0.316,14.0,14.4,0.08,435,58.14,0.007,319.52,59.83,0.16,0.24,0.14,-1.83,0.592,0.632,0.226,0.32,0.035,0.034,0.589,0.603,0.535,0.597,0.614,0.07,59026.7,3460.64,25476.0,63.39,0.18,1.8,0.35,3.98,1917172345,2742598978,1.166,48.4,0.1,0.3,J
87,101.55,0.962,0.22,3.569,63.19,4.033,1.13,25.7,2.304,14.3,14.2,0.071,430,66.28,0.005,754.55,171.995,0.21,0.21,0.14,-35.71,0.74,0.696,0.157,0.316,0.033,0.085,0.73,0.631,1.51,0.721,0.706,0.185,100086.2,9323.12,3905.2,280.38,0.08,0.8,0.02,2.28,847746694,847753802,2.295,44.5,0.7,6.1,M
88,101.5,0.31,0.4,0.531,71.65,3.738,-0.61,24.1,0.318,14.0,14.1,0.079,435,58.27,0.007,311.26,65.68,0.16,0.24,0.14,-2.64,0.608,0.613,0.142,0.094,0.025,0.017,0.582,0.604,0.655,0.589,0.609,0.06,60748.5,3360.87,25469.2,61.23,0.43,1.8,0.32,4.01,1917646661,2743073309,1.166,40.0,0.1,0.2,J
89,101.5,0.314,0.4,0.614,71.66,3.723,-0.73,24.3,0.328,14.0,14.2,0.08,435,58.38,0.007,262.78,67.555,0.16,0.26,0.15,-2.405,0.586,0.605,0.192,0.319,0.029,0.043,0.625,0.595,0.57,0.591,0.612,0.085,61314.9,3698.16,25775.0,70.35,0.32,1.8,0.29,4.81,1919039932,2744466648,1.165,43.4,0.1,0.2,J
90,101.15,0.881,0.22,3.261,62.11,3.57,1.16,27.2,2.349,14.1,14.0,0.07,430,64.94,0.007,683.04,175.51,0.21,0.2,0.13,-32.865,0.707,0.695,0.166,0.286,0.033,0.083,0.74,0.677,1.51,0.724,0.717,0.195,102766.0,8725.67,4482.1,257.99,0.09,0.9,0.03,2.15,850038816,850045893,2.101,45.9,0.7,5.9,M
91,101.5,0.317,0.4,0.636,71.69,3.729,-0.5,24.4,0.334,14.1,14.4,0.078,435,58.41,0.007,358.335,73.79,0.17,0.27,0.15,-2.45,0.634,0.601,0.128,0.094,0.026,0.016,0.593,0.603,0.615,0.591,0.609,0.055,60588.6,3051.34,26046.4,63.01,0.31,1.9,0.34,4.78,1920429304,2745856001,1.165,40.0,0.1,0.2,J
92,101.5,0.315,0.4,0.615,71.69,3.736,-0.47,24.1,0.329,14.1,14.2,0.079,435,58.31,0.007,323.585,68.435,0.17,0.26,0.14,-2.22,0.599,0.595,0.186,0.321,0.033,0.034,0.575,0.617,0.625,0.593,0.614,0.07,59011.8,3472.27,26269.6,64.54,0.16,1.8,0.3,5.09,1920652834,2746079467,1.164,46.0,0.1,0.2,J
93,101.5,0.342,0.4,1.057,71.84,3.68,-0.32,24.6,0.346,14.2,14.2,0.078,435,55.79,0.006,286.885,66.555,0.2,0.23,0.15,-2.97,0.577,0.623,0.142,0.088,0.027,0.017,0.613,0.631,0.69,0.603,0.617,0.06,58499.5,3869.64,15181.8,52.36,0.07,1.7,0.35,3.91,1890034550,2715461193,1.192,46.2,0.1,0.2,J
94,101.5,0.314,0.4,0.57,71.63,3.72,-0.18,24.4,0.345,14.0,14.2,0.079,435,55.77,0.006,328.685,66.74,0.17,0.25,0.15,-2.62,0.577,0.599,0.185,0.211,0.029,0.026,0.603,0.6,0.6,0.595,0.615,0.065,58482.2,3764.93,21666.1,70.57,0.09,1.8,0.31,4.54,1895859065,2721285757,1.168,41.8,0.1,0.2,J
95,101.1,0.811,0.22,3.545,62.42,3.519,0.99,25.7,2.591,14.0,14.2,0.069,430,64.24,0.005,949.99,187.845,0.2,0.21,0.13,-45.6,0.702,0.685,0.157,0.323,0.028,0.068,0.734,0.701,1.715,0.712,0.69,0.195,86128.9,10842.64,3254.9,222.32,0.06,0.9,0.04,1.72,960011259,960018305,2.114,44.8,0.6,6.4,M
96,101.95,0.473,0.27,1.45,67.36,4.633,-0.99,26.1,0.545,14.4,14.4,0.08,450,52.73,0.004,838.27,151.61,0.23,0.3,0.19,-5.905,0.748,0.534,0.303,0.315,0.051,0.101,0.73,0.573,1.725,0.707,0.585,0.01,84265.0,10507.03,4073.5,15.58,0.05,1.1,0.01,2.88,583167080,583168383,1.241,41.0,0.3,2.3,N
97,102.4,0.415,0.27,1.335,67.71,4.593,-0.67,25.8,0.484,14.5,14.2,0.08,450,54.95,0.005,667.215,154.645,0.21,0.34,0.2,-2.73,0.639,0.589,0.284,0.312,0.039,0.124,0.7,0.531,1.415,0.714,0.627,0.015,56283.9,12845.79,2238.3,12.61,0.06,0.8,0.01,1.51,495093880,495095282,1.19,37.7,0.3,2.2,N
98,101.5,0.314,0.4,0.591,71.61,3.729,-0.38,24.1,0.322,13.9,14.0,0.08,435,56.58,0.007,344.75,73.51,0.18,0.24,0.14,-1.785,0.611,0.607,0.18,0.086,0.029,0.016,0.595,0.602,0.615,0.594,0.611,0.07,59046.0,3893.31,23967.8,74.94,0.13,1.8,0.34,4.52,1902175865,2727602529,1.171,43.4,0.1,0.2,J
99,85.64,0.502,0.12,1.897,48.89,4.463,1.34,22.9,0.671,13.0,13.8,0.064,430,29.13,0.005,939.375,215.235,0.35,0.2,0.19,-22.595,0.689,0.67,0.261,0.284,0.045,0.081,0.729,0.849,2.15,0.706,0.695,0.275,78083.7,8862.27,20121.4,1644.82,0.05,0.7,0.01,2.1,2585006543,4226079535,1.547,41.1,0.0,0.0,O
100,102.35,0.415,0.26,1.149,67.05,4.571,-1.05,26.3,0.493,14.3,14.1,0.08,450,52.49,0.005,826.43,161.59,0.2,0.31,0.18,-6.975,0.714,0.71,0.268,0.313,0.042,0.075,0.748,0.575,1.745,0.718,0.579,0.015,61294.8,10797.47,3647.3,8.77,0.06,1.0,0.02,1.67,836417598,836418945,1.166,47.2,0.4,2.5,N
101,85.72,0.497,0.12,1.931,48.87,4.448,1.05,22.7,0.67,13.4,13.3,0.063,430,29.12,0.006,885.045,215.22,0.31,0.19,0.17,-16.09,0.742,0.689,0.284,0.309,0.044,0.085,0.716,0.69,1.74,0.708,0.692,0.305,88864.1,7176.53,20358.6,1658.98,0.05,0.7,0.0,1.91,2585250633,4226323685,1.539,43.3,0.0,0.0,O
102,85.65,0.503,0.12,1.902,48.8,4.556,1.28,23.5,0.698,13.7,13.8,0.064,430,29.13,0.005,812.957,204.577,0.35,0.19,0.19,-11.673,0.739,0.695,0.301,0.29,0.057,0.086,0.747,0.649,1.797,0.704,0.703,0.273,60310.1,4492.85,21391.8,1772.7,0.05,0.7,0.0,1.66,2584680909,4225753819,1.526,40.1,0.0,0.0,O
103,102.05,0.817,0.21,3.466,63.84,3.603,2.03,27.6,2.489,14.0,14.3,0.069,430,67.68,0.005,838.895,175.88,0.27,0.2,0.15,-9.225,0.709,0.654,0.157,0.318,0.027,0.081,0.736,0.661,1.725,0.711,0.69,0.19,90268.5,7731.45,2812.4,364.03,0.04,0.7,0.01,1.85,1023082165,1023088990,2.088,49.1,0.6,4.3,M
104,100.2,0.468,0.24,1.034,57.0,3.575,1.68,28.0,0.41,14.4,14.6,0.076,420,53.34,0.005,622.205,149.6,0.33,0.27,0.2,-53.435,0.778,0.773,0.327,0.227,0.085,0.051,0.81,0.7,1.34,0.776,0.696,0.005,79196.4,8905.27,13350.7,797.58,0.04,1.9,0.03,3.72,2224196029,2234627169,1.247,46.4,0.7,1.5,L
105,100.35,0.526,0.24,1.175,55.49,3.971,0.01,28.0,0.502,14.5,14.4,0.075,420,53.98,0.004,593.27,126.005,0.38,0.23,0.21,-42.955,0.839,0.728,0.335,0.229,0.083,0.056,0.768,0.669,1.24,0.782,0.699,0.005,77935.0,9874.31,18066.2,612.68,0.04,2.1,0.02,4.41,2400626016,2411057143,1.264,37.8,0.7,1.5,L
106,100.15,0.468,0.24,0.933,56.97,3.556,1.54,28.3,0.413,14.6,14.5,0.076,420,53.09,0.004,701.345,158.46,0.33,0.27,0.2,-57.555,0.757,0.672,0.329,0.231,0.082,0.048,0.843,0.763,1.565,0.784,0.694,0.0,81119.1,7947.7,14270.3,732.65,0.03,2.0,0.01,3.79,2224443785,2234874927,1.224,41.7,0.7,1.4,L
107,102.05,0.796,0.21,3.382,63.47,3.556,1.94,27.7,2.425,14.2,14.1,0.069,430,67.6,0.005,914.045,177.51,0.27,0.19,0.15,-70.255,0.715,0.626,0.155,0.326,0.03,0.073,0.73,0.621,1.85,0.718,0.676,0.15,97797.7,8452.19,3184.1,387.56,0.05,0.8,0.02,2.19,1023574515,1023581290,2.069,36.2,0.6,4.4,M
108,102.1,0.467,0.26,1.378,66.93,4.624,-0.96,26.6,0.525,14.5,14.2,0.08,450,52.39,0.004,748.94,161.13,0.22,0.33,0.2,-8.635,0.695,0.538,0.194,0.309,0.03,0.084,0.724,0.649,1.715,0.718,0.578,0.01,82590.2,9922.67,3487.7,16.72,0.05,1.1,0.02,2.51,864524579,864526026,1.24,35.7,0.3,2.2,N
109,102.05,0.487,0.26,1.469,67.05,4.587,-0.79,26.3,0.526,14.3,14.3,0.08,450,52.41,0.005,674.615,162.665,0.22,0.33,0.2,-3.38,0.712,0.544,0.187,0.315,0.034,0.086,0.728,0.531,1.48,0.716,0.579,0.02,76197.9,11248.75,3704.4,18.06,0.05,1.1,0.01,2.61,864745286,864746662,1.275,48.3,0.3,2.2,N
110,100.85,0.956,0.22,3.681,62.82,4.192,0.87,28.1,2.425,14.0,14.0,0.069,430,63.59,0.007,679.36,184.285,0.21,0.21,0.14,-35.795,0.716,0.765,0.163,0.307,0.029,0.076,0.714,0.662,1.34,0.716,0.694,0.2,97722.0,8265.99,4507.0,292.11,0.06,0.9,0.03,2.24,885087718,885094829,2.343,40.0,0.4,3.6,M
111,102.1,0.442,0.26,1.413,67.33,4.648,-0.64,26.3,0.505,14.4,14.3,0.08,450,53.38,0.004,827.85,165.405,0.21,0.35,0.21,-14.055,0.716,0.699,0.223,0.315,0.03,0.129,0.748,0.562,1.56,0.724,0.63,0.015,77412.1,10674.27,6252.8,10.09,0.05,1.1,0.02,2.64,509389554,509390896,1.223,49.5,0.3,2.4,N
112,102.3,0.431,0.26,1.273,67.1,4.604,-0.44,25.5,0.482,14.4,14.3,0.08,450,52.12,0.004,687.88,146.53,0.22,0.3,0.18,-0.23,0.756,0.546,0.279,0.312,0.04,0.121,0.744,0.649,1.445,0.722,0.619,0.015,75340.7,10881.12,5194.3,13.4,0.06,1.1,0.02,2.22,640831447,640832879,1.192,46.4,0.3,2.2,N
113,102.3,0.441,0.26,1.312,67.12,4.602,-1.13,26.1,0.483,14.3,14.1,0.08,450,52.61,0.004,712.285,159.83,0.21,0.27,0.17,15.51,0.725,0.541,0.111,0.315,0.026,0.133,0.719,0.694,1.42,0.728,0.647,0.015,81372.5,9083.44,6057.5,4.33,0.05,1.1,0.01,2.37,643911609,643912931,1.219,41.3,0.3,2.6,N
114,99.71,0.58,0.24,1.41,56.53,3.587,0.33,26.0,0.486,14.5,14.5,0.076,425,50.58,0.004,640.35,148.925,0.31,0.23,0.18,-51.02,0.637,0.67,0.326,0.231,0.087,0.051,0.869,0.663,1.345,0.778,0.692,0.005,85987.5,7065.24,22586.8,671.52,0.03,2.2,0.02,4.64,2078931236,2089362378,1.316,38.4,0.9,1.3,L
115,102.15,0.427,0.27,1.203,67.19,4.545,-0.99,25.8,0.504,14.4,14.2,0.08,450,51.34,0.004,1176.02,157.025,0.21,0.3,0.19,-12.575,0.705,0.551,0.284,0.315,0.05,0.101,0.681,0.685,2.445,0.716,0.591,0.02,88615.3,10163.03,5336.8,9.52,0.07,1.1,0.02,2.73,538218677,538220043,1.167,38.5,0.3,2.2,N
116,102.0,0.843,0.21,3.689,63.38,3.768,0.96,27.6,2.459,14.2,13.9,0.068,430,67.11,0.007,741.31,173.85,0.19,0.21,0.13,-50.9,0.722,0.648,0.157,0.296,0.029,0.057,0.7,0.656,1.45,0.712,0.677,0.14,99420.6,7932.26,4992.4,290.82,0.06,0.9,0.04,2.66,936955441,936962543,2.307,36.9,0.6,5.3,M
117,99.0,0.558,0.24,1.215,56.65,3.406,0.76,27.0,0.493,14.6,14.5,0.076,425,49.35,0.005,614.735,127.015,0.36,0.25,0.2,-41.04,0.82,0.653,0.333,0.243,0.085,0.05,0.832,0.647,1.36,0.778,0.686,0.005,76404.0,8331.16,19462.6,883.94,0.04,2.0,0.02,3.72,2103418941,2113850180,1.308,48.1,0.6,1.3,L
118,98.44,0.557,0.25,1.21,56.75,3.149,0.47,27.2,0.517,14.7,14.7,0.076,425,45.55,0.005,555.415,122.825,0.4,0.24,0.21,-39.31,0.813,0.663,0.336,0.278,0.088,0.046,0.819,0.74,1.045,0.779,0.69,0.0,84854.8,8679.26,22197.7,664.2,0.05,2.2,0.02,5.61,2128418292,2138849426,1.322,41.7,0.7,1.3,L
119,101.4,0.827,0.22,3.662,62.7,3.671,0.82,28.0,2.561,14.1,14.2,0.068,430,65.38,0.007,777.04,172.645,0.2,0.2,0.13,-41.695,0.74,0.762,0.155,0.327,0.028,0.066,0.712,0.673,1.67,0.716,0.681,0.19,94605.0,8937.17,3722.4,297.7,0.06,0.9,0.03,2.42,956891178,956898338,2.268,47.1,0.6,6.6,M
120,101.5,0.315,0.4,0.587,71.66,3.736,-0.24,24.2,0.321,14.0,14.3,0.079,435,58.21,0.007,297.725,69.025,0.17,0.28,0.15,-1.595,0.587,0.604,0.233,0.208,0.036,0.026,0.617,0.603,0.555,0.595,0.611,0.075,59624.8,3739.41,26051.5,55.65,0.16,1.8,0.33,4.52,1919260181,2744686887,1.169,39.0,0.2,0.4,J
121,101.55,0.316,0.4,0.593,71.69,3.742,-0.32,24.4,0.33,14.0,13.9,0.079,435,58.41,0.007,316.89,69.59,0.17,0.27,0.15,-2.85,0.584,0.597,0.181,0.081,0.031,0.015,0.631,0.619,0.61,0.597,0.61,0.065,59325.2,3486.0,26144.1,65.56,0.18,1.8,0.33,4.75,1919958224,2745384947,1.164,40.8,0.1,0.2,J
122,98.82,0.539,0.24,1.255,56.66,3.227,0.85,26.5,0.508,14.5,14.4,0.076,425,48.59,0.004,578.73,123.955,0.35,0.24,0.19,-52.3,0.847,0.7,0.332,0.321,0.087,0.054,0.75,0.698,1.19,0.792,0.7,0.01,53454.0,10979.21,11837.6,1164.12,0.05,1.9,0.04,2.89,2110209176,2120640301,1.299,43.8,0.7,1.4,L
123,98.84,0.569,0.24,1.39,56.67,3.32,0.65,27.3,0.49,14.5,14.6,0.075,425,48.33,0.004,627.185,127.775,0.36,0.24,0.2,-46.64,0.867,0.633,0.33,0.238,0.095,0.051,0.794,0.732,1.38,0.776,0.696,0.005,80855.4,8188.63,17461.9,715.02,0.05,2.1,0.02,4.51,2112404718,2122835859,1.34,45.7,0.7,1.5,L
124,102.2,0.477,0.26,1.472,67.21,4.633,-0.41,26.0,0.51,14.3,14.3,0.08,450,53.66,0.004,694.77,159.765,0.22,0.33,0.2,8.58,0.718,0.673,0.203,0.312,0.03,0.115,0.731,0.551,1.435,0.722,0.611,0.015,72201.1,12265.17,4289.1,18.41,0.05,1.1,0.02,2.34,671140153,671141511,1.273,41.0,0.3,2.1,N
125,102.0,0.746,0.22,3.116,62.52,3.341,1.02,26.9,2.261,14.4,14.3,0.069,430,67.06,0.007,790.355,190.68,0.27,0.21,0.15,-54.235,0.734,0.583,0.162,0.321,0.027,0.084,0.72,0.629,1.85,0.716,0.694,0.17,103095.2,9196.61,3768.3,231.52,0.07,0.8,0.02,2.27,1007939561,1007946331,1.998,38.5,0.4,3.6,M
126,102.55,0.401,0.27,1.284,67.76,4.55,-0.99,26.7,0.467,14.2,14.0,0.08,450,54.73,0.005,638.145,142.925,0.21,0.3,0.18,-12.385,0.742,0.685,0.286,0.317,0.041,0.106,0.697,0.716,1.305,0.714,0.593,0.02,47307.5,15644.26,893.5,11.03,0.05,0.6,0.0,0.98,476296541,476297889,1.182,43.7,0.3,2.2,N
127,101.5,0.322,0.4,0.692,71.75,3.707,-0.56,24.1,0.336,14.0,14.3,0.079,435,58.73,0.007,344.05,75.325,0.18,0.29,0.16,-2.735,0.579,0.607,0.151,0.203,0.026,0.023,0.584,0.611,0.61,0.589,0.611,0.065,60439.8,3076.55,18994.2,70.91,0.24,1.8,0.35,4.71,1929662728,2755089393,1.166,49.0,0.1,0.2,J
128,100.75,0.868,0.22,3.295,61.64,3.533,1.02,27.6,2.435,14.0,14.2,0.069,430,63.7,0.006,811.975,182.935,0.2,0.21,0.13,-54.94,0.712,0.728,0.158,0.312,0.03,0.077,0.708,0.625,1.645,0.719,0.694,0.2,100530.9,9231.2,3107.1,287.41,0.05,0.8,0.02,2.33,857436549,857443613,2.09,47.4,0.6,5.0,M
129,101.35,0.325,0.4,0.657,71.48,3.64,-0.58,24.4,0.381,14.1,13.9,0.078,440,52.68,0.006,421.93,80.13,0.17,0.24,0.14,-1.33,0.627,0.609,0.312,0.317,0.06,0.074,0.594,0.772,0.78,0.64,0.654,0.09,60682.1,3409.09,23950.5,62.25,0.29,1.9,0.32,5.4,2004360684,2829787350,1.156,48.4,0.1,0.3,J
130,101.35,0.329,0.4,0.754,71.56,3.632,-0.35,24.1,0.371,13.7,14.1,0.079,440,53.09,0.007,429.32,77.52,0.18,0.22,0.14,-1.59,0.653,0.612,0.291,0.324,0.045,0.045,0.621,0.623,0.77,0.615,0.631,0.07,52971.8,3585.56,25382.2,61.04,0.09,1.7,0.36,3.51,2011029735,2836456409,1.154,35.8,0.1,0.2,J
131,101.35,0.797,0.21,3.299,63.05,3.26,2.03,24.8,2.405,14.1,14.3,0.069,430,65.82,0.006,783.065,180.23,0.26,0.19,0.15,-32.7,0.72,0.667,0.163,0.319,0.028,0.066,0.702,0.665,1.38,0.716,0.677,0.185,99669.2,9855.03,3522.1,151.74,0.05,0.8,0.03,2.05,1161649520,1161656272,2.019,39.3,0.4,4.5,M
132,101.0,0.776,0.22,3.152,62.37,3.072,1.74,27.9,2.438,14.2,14.0,0.069,430,64.95,0.007,809.98,180.84,0.25,0.19,0.15,-39.385,0.72,0.685,0.148,0.313,0.025,0.076,0.702,0.658,1.77,0.71,0.692,0.19,81173.9,10360.16,3082.4,197.26,0.05,0.9,0.04,2.32,1162164513,1162171266,1.922,41.5,0.6,4.6,M
133,101.95,0.787,0.21,3.225,63.17,3.406,1.77,26.5,2.392,14.3,14.3,0.068,430,67.54,0.007,825.0,180.375,0.27,0.19,0.15,-52.16,0.699,0.766,0.149,0.322,0.026,0.087,0.697,0.677,1.735,0.718,0.697,0.23,97129.8,7969.2,4364.1,280.84,0.05,0.9,0.03,2.48,1028594746,1028601527,2.008,36.5,0.7,4.3,M
134,100.45,0.518,0.23,1.24,55.48,3.973,1.51,28.7,0.501,14.4,14.6,0.075,420,55.06,0.005,747.545,142.06,0.38,0.25,0.21,-43.54,0.748,0.676,0.337,0.222,0.084,0.048,0.731,0.716,1.5,0.78,0.699,0.01,59144.3,9434.74,15790.5,1170.62,0.05,2.0,0.05,3.46,2390895955,2401327121,1.26,39.5,0.7,1.3,L
135,101.65,0.788,0.22,3.148,31.13,1.554,1.86,28.1,2.43,14.3,14.0,0.067,430,67.03,0.007,793.575,186.435,0.27,0.19,0.15,-46.105,0.722,0.631,0.15,0.328,0.025,0.073,0.724,0.675,1.74,0.714,0.683,0.2,98835.3,7727.76,4390.4,348.69,0.07,0.9,0.03,2.7,1032404348,1032411118,2.001,35.4,0.4,4.3,M
136,102.5,0.437,0.26,1.391,67.45,4.58,-0.79,26.2,0.479,14.4,14.3,0.08,450,55.11,0.004,746.915,146.865,0.21,0.28,0.17,-4.305,0.73,0.838,0.292,0.317,0.042,0.135,0.705,0.541,1.58,0.715,0.655,0.01,53254.8,13416.24,3347.1,8.49,0.05,0.9,0.01,1.49,659213199,659214612,1.231,36.7,0.3,2.1,N
137,102.3,0.474,0.26,1.609,67.31,4.634,-0.55,26.7,0.499,14.3,14.2,0.08,450,53.7,0.004,740.135,151.36,0.22,0.31,0.18,-18.555,0.76,0.541,0.211,0.314,0.035,0.117,0.59,0.536,1.39,0.723,0.613,0.01,76270.9,12450.16,5052.5,14.76,0.06,1.1,0.02,2.51,662437011,662438366,1.345,44.8,0.3,2.0,N
138,102.4,0.403,0.27,1.219,67.58,4.504,-0.99,26.6,0.501,14.3,14.1,0.08,450,52.7,0.004,785.57,145.49,0.22,0.3,0.19,-19.665,0.695,0.687,0.276,0.32,0.054,0.12,0.682,0.687,1.73,0.708,0.61,0.01,52881.4,14236.28,1503.7,11.9,0.06,0.7,0.0,1.37,540663247,540664616,1.164,38.5,0.3,2.2,N
