,312X51,312X52,312X53,312X54,312X55,312X57,312X59,312X60,312X61,312X64,312X65,312X66,312X67,312X69,312X70,312X75,312X81,312X91,312X95,312X96,312X111,312X115,312X130,312X131,312X132,312X133,312X141,312X217,312X246,312X253,312X254,312X255,312X256,312X260,312X261,312X263,312X266,312X267,312X277,312X279,312X280,312X281,312X283,312X284,312X285,312X286,312X287,312X289,312X290,312X291,312X292,312X293,312X303,312X310,312X311,312X315,312X332,312X333,312X337,312X338,312X340,312X349,312X351,312X352,312X355,312X356,312X357,312X358,312X359,312X361,312X362,312X363,312X373,312X379,312X380,312X381,312X382,312X383,312X385,312X386,312X387,312X388,312X389,312X421,312X423,312X424,312X425,312X426,312X429,312X438,312X439,312X441,312X456,312X462,312X465,312X468,312X471,312X475,312X476,312X477,312X480,312X482,312X483,312X489,312X516,312X517,312X519,312X524,312X525,312X528,312X529,312X530,312X531,312X552,312X553,312X555,312X566,312X570,312X574,312X576,312X580,312X582,312X586,312X588,312X589,312X591,312X594,312X597,312X630,312X631,312X633,312X639,312X640,312X645,312X670,312X672,312X690,312X691,312X692,312X693,312X694,312X695,312X696,312X697,312X698,312X699,312X700,312X711,312X712,312X713,312X714,312X717,312X728,312X729,312X730,312X732,312X752,312X754,312X762,312X776,312X778,TOOL
115,349,259,175,219,,424,187,249,,226,155,184,,1.4,0.82,8.68,0.88,,4010,4010,21.8,,34,34.2,34.2,,33.7,,,0,719,0,0,722,4,,714,-4,1126,140,1001,,1130,483,143,1004,,1123,476,136,1001,,449,0,,449,0,410,0,0,0,375,0,0,378,2,0,0,,374,-2,-2,0,2,2,5,5,,0,0,0,0,,1,461,2925,3363,5,7,11,10.9,11.4,2999,3005,5002,2996,4997,28,30,28,28,34,32,22,85,65,50,53,53,74,44,44,43,819,1036,396,732,5000,,5003,,4997,,51,64,59,56,64,19,73,70,74,,58,,2570,3012.9,3014.7,3014.5,3014.5,,3040,3045,3040,3042,,2890,101.8,99.8,99.4,,103.5,107.5,107.3,107,,89,67,,101.8,101.8,215
117,350,259,175,219,,427,185,254,,224,155,186,,1.42,0.84,8.65,0.88,,4010,4010,16.4,,33.8,33.6,33.3,,34.3,,,0,719,0,0,722,4,,712,-4,1126,140,1001,,1127,483,143,1004,,1123,476,136,1001,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,0,,372,-2,-2,0,5,5,2,2,,0,0,0,0,,1,461,2859,3298,5,8,11,10.9,11.2,2999,3006,5002,2995,4997,28,29,28,28,34,33,22,85,65,50,53,53,74,46,45,43,819,1039,397,733,5000,,5004,,4997,,52,64,59,56,64,19,73,70,73,,59,,2570,3013,3013.1,3015.2,3014.6,,3040,3045,3042,3040,,2907,106,110.5,111.3,,109.2,106.4,105.7,105.6,,90,67,,101.4,101.5,215
118,349,260,175,218,,422,185,245,,221,155,182,,1.41,0.8,8.83,0.83,,4010,4010,13.6,,31.5,31.8,32.3,,31.9,,,0,719,0,0,722,0,,714,-2,1126,140,1001,,1127,483,143,1004,,1123,476,140,997,,449,0,,449,0,410,0,0,0,375,0,0,378,0,2,0,,372,-2,-2,1,2,2,5,2,,0,0,0,0,,1,461,3152,3590,5,7,11,10.7,11.4,2999,3005,5002,2996,4997,28,29,28,28,34,32,22,85,65,50,53,53,74,45,45,43,822,1034,395,729,5000,,5003,,4997,,51,64,58,56,64,19,73,71,74,,61,,2570,3013.2,3014,3014,3012.2,,3040,3042,3042,3040,,2902,103,108.9,110.7,,106.7,106.6,106,105.6,,89,67,,101.8,101.9,215
119,349,260,175,219,,425,187,257,,224,154,188,,1.4,0.79,9,0.85,,4010,4010,25.5,,33.7,35,35.5,,32.6,,,0,719,0,0,724,2,,716,-4,1126,140,1001,,1127,483,143,1004,,1123,476,136,1001,,449,0,,449,0,410,0,0,0,375,0,0,378,2,0,0,,372,-2,-2,0,2,2,5,2,,0,0,0,0,,1,461,2990,3429,5,8,11,10.9,11.5,2999,3004,5001,2994,4998,28,29,28,28,34,33,23,85,65,50,53,53,74,42,44,43,819,1037,396,733,5000,,5003,,4997,,52,64,59,56,64,19,73,70,73,,57,,2571,3012.6,3014.8,3014.3,3014.2,,3042,3042,3047,3040,,2917,110.9,111.3,111.1,,111.4,105.9,105.7,106,,90,67,,101.9,102,215
126,349,259,175,219,,425,186,249,,224,155,184,,1.43,0.84,8.88,0.88,,4010,4010,13.6,,31.3,31.8,32.3,,31.8,,,0,719,0,0,722,4,,716,-4,1126,140,1001,,1127,483,143,1004,,1123,476,136,1001,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,0,,372,-2,-2,0,5,5,5,5,,0,0,0,0,,0,461,2718,3157,5,8,11,10.9,11.4,2999,3006,5001,2994,4997,28,29,28,28,34,32,22,85,65,50,53,53,74,43,44,43,825,1041,397,735,5000,,5003,,4997,,51,64,59,56,64,19,73,70,74,,60,,2570,3013.1,3013.5,3014.2,3016.5,,3042,3042,3042,3040,,2910,110.2,108.5,106.4,,110.4,106.6,107,107.3,,90,67,,101.6,101.7,215
131,351,260,175,219,,426,187,248,,224,154,182,,1.37,0.77,8.55,0.83,,4010,4010,25.5,,33.9,35,35.3,,32.9,,,0,719,0,0,724,2,,714,-4,1126,140,1001,,1130,481,143,1004,,1123,476,136,997,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,0,,372,-2,-2,0,5,5,5,5,,0,0,0,0,,0,489,3527,3962,5,8,11,10.8,11.4,2999,3005,5002,2995,4998,28,30,28,28,34,32,23,85,65,50,53,52,74,46,44,43,817,1030,394,729,5000,,5003,,4997,,51,64,58,56,64,19,73,70,74,,57,,2570,3012.9,3014.1,3014.7,3013.1,,3045,3042,3042,3040,,2892,110.4,110.1,109.3,,110.8,106.3,106.7,107.1,,89,67,,101.8,101.8,215
134,351,260,175,218,,426,185,243,,224,154,180,,1.36,0.78,8.58,0.83,,4010,4010,13.9,,32.6,32.4,32.5,,33.2,,,0,719,0,0,722,4,,716,-4,1126,140,1001,,1127,483,143,1004,,1123,476,136,997,,449,0,,449,0,410,0,0,0,375,0,0,378,2,0,0,,372,-2,-2,0,5,5,5,2,,0,0,0,0,,0,489,3528,3963,5,8,10.9,10.9,11.4,2999,3004,5002,2995,4998,28,30,28,28,34,32,22,85,65,49,53,52,74,44,44,43,818,1032,395,729,5000,,5003,,4997,,51,64,58,56,64,19,73,71,74,,59,,2570,3012.9,3014.8,3014.3,3014.8,,3042,3042,3040,3042,,2910,100.8,99.4,99.5,,102.1,107.6,107.3,106.9,,90,67,,102,102,215
137,350,260,175,219,,426,186,248,,224,154,183,,1.35,0.77,8.5,0.8,,4010,4010,22.6,,33.9,34.3,34.2,,33.4,,,0,719,0,0,722,4,,716,-4,1126,140,1001,,1127,483,143,1004,,1123,476,140,1001,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,2,,372,-2,-2,0,5,5,2,5,,0,0,0,0,,1,461,3107,3546,5,8,11,10.9,11.4,2999,3006,5002,2994,4998,28,30,28,28,34,32,22,85,65,50,53,53,74,45,44,43,819,1035,395,731,5000,,5003,,4998,,51,64,58,56,64,19,73,70,74,,59,,2570,3012.5,3013.6,3015,3012.8,,3042,3042,3042,3045,,2877,111.2,110.7,110.4,,111.5,105.8,106.1,106.5,,89,67,,101.8,101.6,215
139,350,260,175,219,,421,186,244,,223,155,183,,1.43,0.83,8.83,0.88,,4010,4010,13.5,,31.5,31.8,32.3,,32,,,0,719,0,0,722,2,,716,-4,1126,140,1001,,1127,483,143,1004,,1123,476,140,997,,449,0,,449,0,410,0,0,0,375,0,0,378,2,0,0,,372,-2,-2,0,5,5,2,5,,0,0,0,0,,1,461,3081,3520,5,8,11,10.9,11.4,2999,3004,5002,2995,4998,28,29,28,28,34,32,23,85,65,50,53,53,74,44,44,43,822,1036,396,731,5000,,5003,,4998,,51,64,58,56,64,19,73,71,74,,61,,2570,3012.2,3014,3013.6,3015.9,,3042,3045,3045,3040,,2897,107.6,111,111.5,,110.2,106.3,105.7,105.6,,89,67,,101.5,101.6,215
140,349,260,175,218,,425,186,246,,225,154,183,,1.45,0.81,9.2,0.88,,4010,4010,16.3,,31.1,32.2,33.2,,31,,,0,719,0,0,722,4,,716,-4,1126,140,1001,,1127,483,143,1004,,1123,476,140,997,,449,0,,449,0,410,0,0,0,375,0,0,378,2,0,0,,372,-2,-2,0,5,5,2,5,,0,0,0,0,,1,461,3042,3480,5,8,11,10.9,11.3,2999,3005,5003,2995,4997,28,29,28,28,34,33,23,85,65,50,53,53,74,44,44,43,823,1036,396,731,5000,,5003,,4997,,51,64,59,56,64,19,73,70,74,,58,,2570,3013.3,3014.4,3013.9,3012.8,,3042,3045,3040,3040,,2892,101.1,106.8,109.7,,103.9,106.9,106.2,105.7,,89,67,,101.9,101.9,215
141,350,259,175,219,,425,187,254,,223,155,188,,1.44,0.84,8.6,0.9,,4010,4010,25.1,,33.9,34.8,34.9,,33,,,0,719,0,0,724,2,,716,-2,1126,140,1001,,1127,483,143,1004,,1123,476,136,997,,449,0,,449,0,410,0,0,0,375,0,0,378,2,2,0,,372,-2,-2,0,2,2,2,2,,0,0,0,0,,0,461,2796,3235,5,8,11,10.9,11.5,2999,3004,5002,2995,4998,28,29,28,27,34,33,22,85,65,50,53,53,74,42,44,43,819,1038,397,734,5000,,5004,,4997,,51,64,58,56,64,19,73,70,73,,58,,2570,3012.7,3013.7,3015.3,3015,,3040,3040,3040,3042,,2902,99.9,99.5,100.8,,100.8,107.6,107.2,106.7,,89,67,,101.4,101.6,215
144,338,257,174,218,,387,185,256,,221,154,186,,1.43,0.84,8.5,0.88,,4010,4010,20.8,,33.5,33.7,33.6,,33.4,,,0,719,0,0,722,0,,716,-2,1126,140,1001,,1127,483,143,1004,,1123,479,136,997,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,0,,372,-2,-2,0,2,5,2,5,,0,0,0,0,,0,462,3180,3617,5,8,11.1,10.9,11,2999,3006,5001,2995,4998,28,29,28,28,34,33,22,85,65,50,53,54,74,46,45,43,819,1045,399,730,5000,,5003,,4997,,51,64,59,56,64,19,73,70,73,,59,,2570,3012.6,3014,3014.2,3013.8,,3040,3042,3042,3042,,2885,110,110,110.1,,110.1,106.2,106.4,106.5,,89,67,,100.6,100.7,215
154,350,260,175,219,,426,186,251,,224,154,185,,1.39,0.77,8.9,0.85,,4010,4010,16.3,,31.1,32.2,33.2,,31,,,0,719,0,0,722,2,,716,-2,1126,140,1001,,1127,483,143,1004,,1123,476,136,997,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,2,,372,-2,-2,0,5,5,2,5,,0,0,0,0,,1,461,3120,3559,5,8,10.9,10.8,11.4,2999,3005,5002,2995,4998,28,29,28,28,34,33,23,85,65,50,53,53,74,42,44,43,824,1037,395,731,5000,,5003,,4997,,51,64,58,56,64,19,73,70,73,,56,,2570,3014,3014.6,3015,3013.6,,3040,3042,3042,3040,,2885,109.1,111.2,111.4,,110.7,106.1,105.7,105.7,,91,67,,102,102,215
170,351,260,175,219,,424,186,248,,223,155,183,,1.36,0.79,8.55,0.83,,4010,4010,18,,34,33.9,33.7,,34.3,,,0,719,0,0,722,2,,716,-4,1126,140,1001,,1127,483,143,1004,,1123,476,140,997,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,0,,372,-2,-2,0,5,2,2,5,,0,0,0,0,,0,489,3405,3840,5,8,11,10.9,11.4,2999,3005,5001,2995,4997,28,30,28,28,34,32,22,85,65,50,53,53,74,44,44,43,816,1033,395,731,5000,,5004,,4997,,51,64,58,56,64,19,73,70,74,,58,,2570,3012.5,3013.6,3014.3,3014.4,,3040,3042,3040,3042,,2882,99.5,100.8,103.9,,99.9,107.4,106.9,106.3,,90,66,,101,101.1,215
173,350,260,175,219,,426,185,245,,223,155,181,,1.4,0.79,9.13,0.83,,4010,4010,13.8,,31.1,31.7,32.4,,31.4,,,0,719,0,0,722,4,,716,-4,1126,140,1001,,1127,483,143,1004,,1123,476,136,997,,449,0,,449,0,410,0,0,0,375,0,0,378,0,2,0,,372,-2,-2,0,2,2,2,2,,0,-2,0,0,,0,489,3406,3841,5,8,11,10.9,11.4,2999,3004,5001,2995,4998,28,30,28,28,34,32,22,85,65,50,53,52,75,46,45,43,822,1034,395,729,5000,,5003,,4997,,51,64,58,56,63,19,73,70,74,,59,,2570,3012.9,3014.2,3013.8,3014.3,,3040,3042,3045,3042,,2890,111.3,110.9,110.6,,111.4,105.7,105.9,106.3,,89,67,,101.1,101.2,215
174,350,260,175,219,,426,186,253,,221,154,186,,1.35,0.75,8.75,0.8,,4010,4010,24.7,,32.7,34.3,35.1,,31.9,,,0,719,0,0,724,0,,716,-2,1126,140,1001,,1127,483,143,1004,,1123,476,136,997,,449,0,,449,0,410,0,0,0,375,0,0,378,0,2,0,,372,-2,-2,0,2,5,2,2,,0,0,0,0,,0,489,3411,3846,5,8,11,11,11.4,2999,3005,5002,2995,4998,28,30,28,28,34,33,22,85,65,50,53,53,74,44,45,43,819,1032,395,731,5000,,5003,,4997,,51,64,58,56,64,19,73,70,73,,56,,2570,3013.2,3014.7,3013.5,3014.9,,3040,3042,3042,3040,,2880,109,111.3,111.4,,110.8,106.1,105.6,105.7,,90,67,,101.9,101.5,215
176,351,260,175,218,,427,186,242,,223,154,180,,1.39,0.8,8.55,0.85,,4010,4010,16.4,,33.9,33.6,33.4,,34.4,,,0,719,0,0,724,2,,716,-4,1126,140,1001,,1127,483,143,1004,,1123,479,140,997,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,0,,372,-2,-2,0,5,5,2,5,,0,0,0,0,,0,489,3412,3847,5,8,11,10.9,11.4,2999,3006,5003,2994,4998,28,30,28,28,34,32,22,85,65,49,54,53,74,42,44,43,817,1032,395,730,5000,,5003,,4997,,51,64,58,56,63,19,73,71,74,,59,,2571,3011.8,3014.8,3014.5,3015.8,,3040,3045,3042,3042,,2892,110.2,109.3,107.3,,110.5,106.6,107,107.3,,89,67,,101.2,101,215
178,350,260,175,218,,425,187,240,,222,155,181,,1.38,0.8,8.7,0.83,,4010,4010,13.3,,31.9,32,32.4,,32.4,,,0,719,0,0,722,2,,716,-4,1126,140,1001,,1127,483,143,1004,,1123,479,136,997,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,0,,372,-2,-2,0,2,5,2,2,,0,0,0,0,,0,489,3417,3852,5,8,11,10.8,11.4,2999,3004,5001,2995,4998,28,30,28,28,34,32,23,85,65,49,53,52,74,42,44,43,820,1034,395,730,5000,,5003,,4998,,51,64,58,56,64,19,73,70,74,,59,,2570,3013.7,3014.3,3014.9,3013.3,,3042,3042,3042,3040,,2885,110.9,110.4,110.3,,111.2,105.9,106.3,106.7,,89,67,,101.9,101.9,215
189,350,260,175,218,,424,186,246,,223,155,181,,1.39,0.79,8.73,0.83,,4010,4010,13.5,,31.5,31.8,32.3,,32,,,0,719,0,0,722,4,,716,-4,1126,140,1001,,1130,483,143,1004,,1123,476,136,997,,449,0,,449,0,410,0,0,0,375,0,0,378,2,0,0,,372,-2,-2,0,2,5,2,2,,0,0,0,0,,1,462,3290,3727,5,7,11,11,11.2,2999,3006,5002,2995,4997,28,29,28,28,34,32,23,85,65,50,53,52,74,44,44,43,821,1036,395,731,5000,,5003,,4997,,51,64,58,56,64,19,73,71,74,,60,,2571,3012.4,3013.5,3014.3,3014.9,,3042,3042,3040,3042,,2897,109.1,105.5,103.3,,110.1,106.9,107.2,107.4,,89,67,,101.7,101.8,215
191,350,260,175,219,,420,187,252,,223,155,187,,1.41,0.78,8.83,0.83,,4010,4010,16.2,,31.1,32.2,33.1,,31.1,,,0,719,0,0,724,0,,714,-2,1126,140,1001,,1127,483,143,1004,,1123,476,136,997,,449,0,,449,0,410,0,0,0,375,0,0,378,2,2,0,,372,-2,-2,0,5,2,5,2,,0,-2,0,0,,1,462,3302,3739,5,7,11,11,11.3,2999,3005,5001,2995,4998,28,29,28,28,34,33,23,85,65,50,53,53,74,45,44,43,822,1035,396,732,5000,,5003,,4997,,51,64,58,56,64,19,73,70,73,,59,,2570,3012.7,3014.2,3014.3,3015.6,,3042,3045,3042,3042,,2877,99.5,102.3,105.9,,100.3,107.3,106.7,106.1,,89,67,,101,101,215
193,338,257,174,222,,401,187,298,,221,154,212,,1.39,0.8,8.45,0.88,,4010,4010,25,,33.3,34.7,35.2,,32.6,,,0,719,0,0,722,2,,716,-2,1125,140,1001,,1127,483,143,1004,,1123,476,136,1001,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,2,,372,-2,-2,0,2,2,2,2,,0,0,0,0,,1,496,3719,4146,5,8,11,10.9,11.8,2999,3004,5002,2995,4998,28,29,28,28,34,32,23,86,65,50,53,56,75,44,44,44,830,1033,401,728,5000,,5003,,4998,,52,64,57,56,63,19,73,70,71,,53,,2565,3012,3013.7,3013.7,3015.3,,3040,3042,3042,3042,,2902,110,110.1,110.1,,110.1,104.9,104.9,105.1,,89,67,,101.1,101.1,215
196,348,259,175,219,,421,186,254,,220,155,187,,1.4,0.77,8.8,0.85,,4010,4010,21.3,,30.3,32.2,33.3,,29.7,,,0,719,0,0,724,2,,716,-4,1125,140,1001,,1127,483,143,1004,,1120,476,136,1001,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,0,,372,-2,-2,0,2,2,2,2,,0,0,0,0,,1,496,3706,4133,5,8,11,10.9,11.5,2999,3004,5002,2996,4997,28,29,28,28,34,33,22,85,65,50,53,53,74,45,44,43,827,1033,394,729,5000,,5003,,4998,,52,64,58,56,63,19,73,70,73,,56,,2569,3013.7,3014.3,3014,3013.1,,3037,3042,3040,3040,,2900,110.6,110.2,110.2,,110.9,105.8,106.1,106.4,,89,66,,102,101.7,215
199,351,260,175,220,,427,186,254,,221,154,187,,1.36,0.78,8.53,0.83,,4010,4010,25.5,,33.8,35,35.3,,32.9,,,0,719,0,0,724,4,,714,-4,1126,140,1001,,1130,483,143,1004,,1123,476,136,997,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,0,,372,-2,-2,0,2,2,2,2,,0,0,0,0,,1,496,3711,4138,5,8,11,11,11.4,2999,3005,5001,2995,4998,28,29,28,28,34,33,22,85,65,50,53,53,75,45,44,43,815,1029,394,729,5000,,5003,,4997,,51,63,58,56,63,19,73,70,73,,57,,2570,3013.2,3014.4,3013.6,3014.8,,3040,3042,3042,3040,,2887,108,111.1,111.4,,110.4,106.3,105.7,105.7,,90,67,,101.8,101.9,215
202,351,260,175,219,,427,184,244,,222,153,180,,1.38,0.8,8.5,0.83,,4010,4010,13.8,,32.6,32.4,32.4,,33.3,,,0,719,-1,0,722,0,,716,-2,1126,140,1001,,1130,483,143,1004,,1120,476,136,997,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,0,,374,-2,-2,0,2,2,2,2,,0,0,0,0,,1,496,3712,4139,5,8,10.8,10.9,11.4,2999,3004,5001,2994,4999,28,29,28,28,34,32,22,85,65,49,53,52,74,45,44,43,817,1031,394,729,5000,,5003,,4997,,51,63,58,55,63,19,73,71,74,,59,,2570,3013.5,3014.8,3014.1,3013.8,,3040,3042,3042,3042,,2882,110.3,109.4,107.4,,110.6,106.5,106.9,107.2,,89,66,,102,102,215
203,350,260,175,219,,425,187,246,,221,155,182,,1.42,0.83,8.68,0.88,,4010,4010,13.4,,31.5,31.8,32.3,,31.9,,,0,719,-1,0,722,0,,716,-2,1126,140,1001,,1130,483,143,1004,,1123,476,136,997,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,0,,372,-2,-2,0,2,2,2,2,,0,0,0,0,,1,496,3717,4144,5,7,11,10.9,11.4,2999,3005,5002,2996,4996,28,29,28,28,34,32,23,85,65,49,53,52,74,45,44,43,820,1032,394,728,5000,,5003,,4997,,51,63,58,56,63,19,73,70,74,,59,,2570,3012.2,3014.4,3013.9,3013.9,,3040,3042,3042,3040,,2915,110.8,110.4,110.3,,111.2,105.9,106.4,106.8,,90,67,,101.6,101.7,215
205,351,260,175,220,,426,186,250,,221,154,184,,1.39,0.79,8.58,0.85,,4010,4010,25.5,,33.9,35,35.4,,32.9,,,0,719,-1,0,722,2,,716,-2,1126,140,1001,,1130,483,143,1004,,1123,476,136,997,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,0,,372,-2,-2,0,2,5,2,2,,0,0,0,0,,1,496,3718,4144,5,8,11,10.9,11.3,2999,3004,5002,2995,4998,28,29,28,28,34,32,22,85,64,49,53,53,74,45,44,43,814,1028,393,728,5000,,5003,,4997,,51,63,58,56,63,19,73,70,73,,59,,2571,3013,3013.5,3014.4,3014.3,,3042,3042,3040,3040,,2915,102.7,100.3,99.6,,104.7,107.5,107.5,107.2,,89,66,,101.7,101.8,215
209,350,260,175,219,,425,186,249,,224,153,183,,1.39,0.77,8.85,0.83,,4010,4010,21.3,,31.6,33.2,34.2,,31.1,,,0,719,0,0,722,2,,716,-4,1126,140,1001,,1130,483,143,1004,,1123,476,136,1001,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,0,,372,-2,-2,0,2,2,2,5,,0,0,0,0,,0,462,3211,3647,5,8,11,10.9,11.4,2999,3006,5001,2995,4998,28,29,28,28,34,32,22,85,65,50,53,53,74,43,44,43,822,1035,395,732,5000,,5004,,4997,,51,64,58,56,63,19,73,71,74,,59,,2570,3012,3014,3014.9,3014.4,,3040,3045,3040,3042,,2887,109,105.3,103.1,,110.3,106.9,107.2,107.5,,89,67,,101.8,101.9,215
210,350,260,175,218,,428,186,249,,226,155,184,,1.42,0.85,8.6,0.88,,4010,4010,22.6,,33.9,34.3,34.2,,33.4,,,0,719,0,0,724,2,,716,-4,1126,140,1001,,1127,483,143,1004,,1123,476,140,1001,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,2,,372,-2,-2,0,5,5,5,2,,0,0,0,0,,0,461,2692,3131,5,8,11.1,10.9,11.4,2999,3004,5001,2995,4998,28,29,28,28,34,32,22,85,65,50,53,53,74,43,45,43,820,1040,397,734,5000,,5003,,4997,,51,64,59,56,64,19,73,70,74,,60,,2570,3013,3013.9,3014.6,3015.1,,3042,3042,3042,3040,,2885,105.1,101.7,100.4,,107.4,107.3,107.5,107.4,,91,67,,101.2,101.3,215
211,349,260,175,218,,423,185,241,,220,154,180,,1.4,0.81,8.7,0.85,,4010,4010,13.5,,31.6,31.8,32.3,,32.1,,,0,719,0,0,722,4,,716,-4,1126,140,1001,,1130,483,143,1004,,1123,476,136,1001,,449,0,,449,0,411,0,0,0,375,0,0,378,0,2,0,,372,-2,-2,0,2,5,5,2,,0,0,0,0,,1,496,3725,4152,5,8,11,10.9,11.3,2999,3004,5001,2995,4997,28,30,28,28,34,32,23,85,64,49,52,52,74,44,44,43,820,1029,394,725,5000,,5003,,4998,,51,63,58,56,63,19,73,70,74,,57,,2570,3013,3013.1,3014.4,3013.8,,3042,3042,3040,3042,,2877,100.3,105.5,108.9,,102.8,107,106.3,105.8,,89,66,,101.8,101.9,215
213,350,260,175,219,,422,186,241,,221,154,180,,1.4,0.78,8.93,0.85,,4010,4010,15.1,,31,32,32.8,,31.1,,,0,719,0,0,724,4,,716,-4,1126,140,1001,,1127,483,143,1004,,1123,476,136,997,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,0,,372,-2,-2,0,2,2,2,2,,0,0,0,0,,1,496,3730,4157,5,8,11,10.9,11.4,2999,3004,5001,2996,4998,28,30,28,28,34,32,22,85,64,49,52,52,74,44,44,43,820,1029,393,725,5000,,5003,,4998,,51,63,58,56,63,19,73,71,74,,59,,2571,3012.1,3014.4,3014.7,3014.5,,3042,3040,3042,3042,,2877,101.3,99.5,99.3,,103,107.6,107.4,107.1,,89,67,,101.2,101.3,215
216,337,257,174,222,,396,185,294,,221,154,212,,1.36,0.77,8.4,0.83,,4010,4010,25,,33.3,34.7,35.2,,32.5,,,0,719,0,0,722,2,,716,-4,1125,140,1001,,1127,483,143,1004,,1123,476,136,997,,449,0,,449,0,410,0,0,0,375,0,0,378,0,2,0,,372,-2,-2,0,5,5,5,2,,0,0,0,0,,1,496,3679,4108,5,8,11,10.9,11.8,2999,3004,5002,2996,4997,28,29,28,28,34,32,23,86,65,50,53,56,74,45,45,44,830,1034,401,727,5000,,5002,,4997,,52,64,57,57,63,19,73,70,71,,56,,2565,3012.1,3013.8,3013.4,3013.8,,3042,3040,3045,3037,,2902,110,110.1,110.1,,110,104.8,104.8,105,,89,67,,101.1,101.1,215
221,351,260,175,218,,426,185,245,,224,154,182,,1.37,0.81,8.55,0.85,,4010,4010,22.1,,34,34.2,34.2,,33.6,,,0,719,0,0,724,4,,716,-4,1126,140,1001,,1127,483,143,1004,,1123,476,140,1001,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,0,,372,-2,-2,0,2,5,5,2,,0,0,0,0,,0,462,3198,3635,5,7,11,10.9,11.4,2999,3006,5002,2995,4998,28,30,28,28,34,32,23,85,65,50,53,52,74,44,44,43,817,1033,395,730,5000,,5003,,4998,,51,64,58,56,64,19,73,71,74,,59,,2570,3012.9,3014.3,3014.1,3015.3,,3042,3042,3040,3040,,2880,101.1,99.5,99.5,,102.4,107.6,107.3,106.9,,91,67,,102,102,215
225,351,260,175,219,,426,186,248,,222,154,183,,1.32,0.76,8.45,0.8,,4010,4010,20.8,,33.9,34.1,34,,33.8,,,0,719,0,0,722,2,,716,-4,1126,140,1001,,1130,483,143,1004,,1123,476,140,997,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,0,,374,-2,-2,0,5,5,2,5,,0,0,0,0,,1,496,3677,4106,5,7,11.1,10.9,11.4,2999,3006,5001,2995,4998,28,29,28,28,34,32,22,85,65,50,53,52,75,46,44,43,815,1030,394,729,5000,,5003,,4997,,51,63,58,56,63,19,73,70,74,,60,,2570,3012.8,3013.6,3013.3,3015.8,,3040,3042,3040,3040,,2912,111.3,110.9,110.6,,111.4,105.8,105.9,106.4,,91,67,,101.6,101.3,215
232,351,260,175,219,,425,186,250,,221,154,185,,1.38,0.8,8.48,0.83,,4010,4010,22.2,,34,34.3,34.2,,33.5,,,0,719,0,0,724,4,,714,-4,1126,140,1001,,1130,483,143,1004,,1123,476,136,997,,449,0,,449,0,410,0,0,0,375,0,0,378,2,0,0,,372,-2,-2,0,2,2,2,2,,0,0,0,0,,1,496,3731,4158,5,8,11,10.9,11.5,2999,3004,5002,2995,4997,28,29,28,28,34,33,22,85,64,50,53,53,74,43,44,43,815,1028,394,727,5000,,5003,,4997,,51,63,58,56,63,19,73,70,73,,58,,2570,3012.6,3014.2,3016.3,3014.7,,3040,3042,3042,3040,,2907,109.7,111.3,111.3,,111.1,106,105.6,105.8,,89,66,,101.4,101.6,215
234,351,260,175,218,,426,187,243,,222,155,179,,1.38,0.8,8.53,0.83,,4010,4010,14.4,,33.1,32.8,32.7,,33.7,,,0,719,0,0,724,2,,716,-4,1126,140,1001,,1130,483,143,1004,,1123,476,136,997,,449,0,,449,0,410,0,0,0,375,0,0,378,0,0,0,,372,-2,-2,0,5,5,2,2,,0,0,0,0,,0,496,3613,4042,5,8,11,10.9,11.4,2999,3005,5001,2996,4998,28,30,28,28,34,32,22,85,65,49,53,52,74,42,44,43,818,1032,394,729,5000,,5003,,4997,,51,64,58,56,63,19,73,70,74,,59,,2570,3012.8,3013.9,3014.2,3013.8,,3042,3042,3040,3040,,2875,110.4,110.1,109.1,,110.7,106.4,106.8,107.1,,89,67,,102,102,215
